,Age,Fare,Parch,Pclass,Sex,SibSp,Survived,Title,FamilySize,FamilyD,Deck,Child,Mother,age_times_class,Embarked_C,Embarked_Q,Embarked_S
1259,45.0,59.4,1,1,1,0,,2,2,small,,0,1,45.0,1,0,0
1260,29.0,13.8583,0,2,0,0,,5,1,singleton,,0,0,58.0,1,0,0
1261,21.0,11.5,0,2,0,1,,5,2,small,,0,0,42.0,0,0,1
1262,31.0,134.5,0,1,1,0,,1,1,singleton,E,0,0,31.0,1,0,0
1263,49.0,0.0,0,1,0,0,,5,1,singleton,B,0,0,49.0,0,0,1
1264,44.0,13.0,0,2,0,0,,5,1,singleton,,0,0,88.0,0,0,1
1265,54.0,81.8583,1,1,1,1,,2,3,small,A,0,1,54.0,0,0,1
1266,45.0,262.375,0,1,1,0,,1,1,singleton,,0,0,45.0,1,0,0
1267,22.0,8.6625,0,3,1,2,,1,3,small,,0,0,66.0,0,0,1
1268,21.0,11.5,0,2,0,0,,5,1,singleton,,0,0,42.0,0,0,1
1269,55.0,50.0,0,1,0,0,,5,1,singleton,C,0,0,55.0,0,0,1
1270,5.0,31.3875,2,3,0,4,,4,7,large,,1,0,15.0,0,0,1
1271,26.0,7.75,0,3,0,0,,5,1,singleton,,0,0,78.0,0,1,0
1272,26.0,7.8792,0,3,0,0,,5,1,singleton,,0,0,78.0,0,1,0
1273,31.0,14.5,0,3,1,0,,2,1,singleton,,0,0,93.0,0,0,1
1274,19.0,16.1,0,3,1,1,,2,2,small,,0,0,57.0,0,0,1
1275,30.0,12.875,0,2,0,0,,5,1,singleton,,0,0,60.0,0,0,1
1276,24.0,65.0,2,2,1,1,,1,4,small,,0,1,48.0,0,0,1
1277,24.0,7.775,0,3,0,0,,5,1,singleton,,0,0,72.0,0,0,1
1278,57.0,13.0,0,2,0,0,,5,1,singleton,,0,0,114.0,0,0,1
1279,21.0,7.75,0,3,0,0,,5,1,singleton,,0,0,63.0,0,1,0
1280,6.0,21.075,1,3,0,3,,4,5,large,,1,0,18.0,0,0,1
1281,23.0,93.5,0,1,0,0,,5,1,singleton,B,0,0,23.0,0,0,1
1282,51.0,39.4,1,1,1,0,,2,2,small,D,0,1,51.0,0,0,1
1283,13.0,20.25,2,3,0,0,,4,3,small,,1,0,39.0,0,0,1
1284,47.0,10.5,0,2,0,0,,5,1,singleton,,0,0,94.0,0,0,1
1285,29.0,22.025,1,3,0,3,,5,5,large,,0,0,87.0,0,0,1
1286,18.0,60.0,0,1,1,1,,2,2,small,C,0,0,18.0,0,0,1
1287,24.0,7.25,0,3,0,0,,5,1,singleton,,0,0,72.0,0,1,0
1288,48.0,79.2,1,1,1,1,,2,3,small,B,0,1,48.0,1,0,0
1289,22.0,7.775,0,3,0,0,,5,1,singleton,,0,0,66.0,0,0,1
1290,31.0,7.7333,0,3,0,0,,5,1,singleton,,0,0,93.0,0,1,0
1291,30.0,164.8667,0,1,1,0,,1,1,singleton,C,0,0,30.0,0,0,1
1292,38.0,21.0,0,2,0,1,,5,2,small,,0,0,76.0,0,0,1
1293,22.0,59.4,1,1,1,0,,1,2,small,,0,1,22.0,1,0,0
1294,17.0,47.1,0,1,0,0,,5,1,singleton,,1,0,17.0,0,0,1
1295,43.0,27.7208,0,1,0,1,,5,2,small,D,0,0,43.0,1,0,0
1296,20.0,13.8625,0,2,0,0,,5,1,singleton,D,0,0,40.0,1,0,0
1297,23.0,10.5,0,2,0,1,,5,2,small,,0,0,46.0,0,0,1
1298,50.0,211.5,1,1,0,1,,5,3,small,C,0,0,50.0,1,0,0
1299,18.0,7.7208,0,3,1,0,,1,1,singleton,,0,0,54.0,0,1,0
1300,3.0,13.775,1,3,1,1,,1,3,small,,1,0,9.0,0,0,1
1301,18.0,7.75,0,3,1,0,,1,1,singleton,,0,0,54.0,0,1,0
1302,37.0,90.0,0,1,1,1,,2,2,small,C,0,0,37.0,0,1,0
1303,28.0,7.775,0,3,1,0,,1,1,singleton,,0,0,84.0,0,0,1
1304,26.0,8.05,0,3,0,0,,5,1,singleton,,0,0,78.0,0,0,1
1305,39.0,108.9,0,1,1,0,,5,1,singleton,C,0,0,39.0,1,0,0
1306,38.5,7.25,0,3,0,0,,5,1,singleton,,0,0,115.5,0,0,1
1307,26.0,8.05,0,3,0,0,,5,1,singleton,,0,0,78.0,0,0,1
1308,6.0,22.3583,1,3,0,1,,4,3,small,,1,0,18.0,1,0,0
